,e_gap_alpha,Xch-5d,AXp-0d,AXp-1d,AXp-2d,AXp-3d,AXp-4d,AXp-5d,AXp-6d,AXp-7d,ETA_eta,AETA_eta,ETA_eta_L,ETA_epsilon_3
0,1.9968814869713603,0.2621886974951644,0.6552041763877788,0.4129251661320874,0.25412039424713606,0.158332813015278,0.09897486729443308,0.06099056224933902,0.03841109143940406,0.02419859379888626,22.57797405567401,0.7525991351891336,6.270873519726155,0.4538461538461536
1,2.03604835088177,0.4586072478247609,0.6530415678544971,0.4103096374333227,0.2508121831453463,0.1552348007565519,0.09694525389474724,0.058389246421738865,0.03670419687537866,0.0230433195223379,16.897284109321273,0.704053504555053,5.213916578150557,0.4548387096774197
2,1.6934843654201899,0.4762648725578599,0.651496847473581,0.4082983156811986,0.2490483894646218,0.15382547920607662,0.09511580049680698,0.05687776126300474,0.03589247848680537,0.02245308595086165,25.174481480986834,0.8990886243209584,7.045647309970881,0.4555555555555557
3,1.8484549016320602,0.33192730526045344,0.6534144313947178,0.4113994138733246,0.2498372842456727,0.15256297152216206,0.09378716376398072,0.05682041023179418,0.03449437073944919,0.021676136836054894,25.36351076174087,0.8746038193703748,6.773585641505163,0.4546666666666666
4,2.07458500735622,0.38003982769292227,0.655204176387779,0.4121768660251715,0.25645937880707226,0.16097107834409416,0.1011005029313555,0.06159674185753825,0.039309522234827664,0.024842658099920936,20.323884148886386,0.8129553659554554,6.133003121701891,0.4538461538461542
5,1.4773578286353302,0.5155485826237792,0.6506909064052774,0.40650509761288406,0.2504345816077498,0.15547502911003258,0.09637560003499625,0.05871648803513436,0.03672719639154251,0.02282945602136196,19.89122527062342,0.8648358813314531,6.19664767494671,0.45593220338983087
6,1.5221474480558,0.4762648725578599,0.6503383071878942,0.40723442905540397,0.246710047803208,0.15068802816843624,0.0922919445293134,0.05461923828516953,0.03359119187571595,0.02092545142717958,28.790082452434834,0.8996900766385886,7.425378678739929,0.4560975609756092
7,2.1128103381175403,0.3800398276929223,0.6534144313947179,0.4113994138733246,0.2496126544004055,0.15311569266394598,0.09467332797333185,0.056697057868086466,0.03518037572844536,0.022108950673748715,24.98508425325818,0.8615546294226959,6.8782879103258106,0.4546666666666666
8,1.6639696372485802,0.646196985787808,0.6465537422546508,0.4022200738692096,0.24285819626676336,0.14883436185981688,0.0923470335840513,0.05506854742481807,0.034162846108982736,0.021241038455882183,29.588973890292163,0.9862991296764054,7.701643649454048,0.45789473684210513
9,1.9028529964790202,0.4714045207910317,0.6503383071878942,0.40723442905540397,0.246349613047661,0.15134517691519522,0.09443526852349064,0.05712138749186796,0.035540346917294206,0.022209978331164698,26.51605552036838,0.8286267350115119,7.071948389345222,0.4560975609756092
10,1.7843985221062901,0.3800398276929223,0.6534144313947179,0.4113994138733246,0.24961265440040553,0.15298045770486482,0.09500554629034076,0.057510647205004005,0.03606873738850414,0.022688898525383763,25.203708864439992,0.8690934091186204,7.009873596512304,0.4546666666666666
11,2.06139921022634,0.3800398276929223,0.6520585639757323,0.409974487139159,0.24723864425005962,0.1501005198474182,0.09207448039691422,0.05495847385856631,0.03367001983892283,0.021067202093979706,29.304987980591186,0.8880299388057935,7.456209191380834,0.4552941176470582
12,1.7221533295513,0.4497784354582114,0.6552041763877791,0.4124574785652649,0.25543207844895144,0.16019489419227056,0.1016025387422751,0.06268052069024614,0.04003281285537777,0.025600947456088374,15.34141758580054,0.767070879290027,5.024090191963426,0.4538461538461541
13,1.59501259411196,0.5764583780225189,0.649437220299027,0.4060296813807988,0.24576998595753152,0.15010340382866993,0.09274140227596832,0.05459915709091845,0.03412111089789793,0.02136480518126197,22.86349920113595,0.846796266708739,6.373396999669164,0.4565217391304351
14,2.17607180104024,0.3800398276929223,0.653414431394718,0.4104373137358613,0.25206089047581914,0.15787141849658848,0.09884654884122197,0.05962381225038959,0.03745105449236003,0.023481708224758556,22.73705756250331,0.7840364676725279,6.398453206675627,0.4546666666666666
15,1.5650910544491499,0.4762648725578599,0.651496847473581,0.4087935142813635,0.24784274373898801,0.15137471507731043,0.09313880804888186,0.05529541037614804,0.03429734497848602,0.021434697126788076,26.253074712909466,0.937609811175338,7.14145680410494,0.4555555555555557
16,2.13539943401249,0.5155485826237792,0.6524724603457386,0.40865128198114603,0.2529687661533755,0.15792340345667732,0.09830627399340225,0.059850325556537395,0.0377263699694948,0.02373654617747221,18.457365526412396,0.9714402908638103,5.7612014339609985,0.4551020408163268
17,1.4857500072738201,0.5764583780225189,0.6485070660911635,0.40479322982001986,0.24489914368812213,0.14945240344250885,0.09227028997358955,0.054756496892625246,0.03396002706029482,0.02103317520980397,26.943788015230975,0.869154452104225,7.241582755077222,0.45696202531645536
